ensembl_gene_id,hgnc_symbol,chromosome_name,start_region,end_region
ENSG00000107201,DDX58,9,32450300,32531322
ENSG00000107282,APBA1,9,72037446,72292222
ENSG00000107371,EXOSC3,9,37761975,37806434
ENSG00000119457,SLC46A2,9,115636200,115658193
ENSG00000122133,PAEP,9,138448602,138463801
ENSG00000135018,UBQLN1,9,86269878,86328118
ENSG00000135069,PSAT1,9,80907059,80950009
"ENSG00000136827,ENSG00000136816","TOR1A,TOR1B",9,132560432,132591413
ENSG00000136881,BAAT,9,104117699,104150801
ENSG00000147889,CDKN2A,9,21962751,22000300
ENSG00000148180,GSN,9,123965072,124100121
ENSG00000148411,NACC2,9,138893383,138992131
ENSG00000160323,ADAMTS13,9,136274478,136329508
ENSG00000176399,DMRTA1,9,22441840,22460739
ENSG00000180549,FUT7,9,139919626,139932462
ENSG00000188921,PTPLAD2,9,20990306,21036635
ENSG00000196305,IARS,9,94967489,95061038
ENSG00000196358,NTNG2,9,135032334,135124921
ENSG00000197694,SPTAN1,9,131309866,131400941
ENSG00000198680,TUSC1,9,25671396,25683856
ENSG00000213927,CCL27,9,34656877,34669045
ENSG00000223478,"",9,131481724,131500473
ENSG00000234829,IFNA17,9,21222242,21233221
ENSG00000106799,TGFBR1,9,101861320,101921474
ENSG00000106952,TNFSF8,9,117651003,117697697
ENSG00000107242,PIP5K1B,9,71315575,71629092
ENSG00000119326,CTNNAL1,9,111699851,111780809
ENSG00000119401,TRIM32,9,119444581,119468579
ENSG00000119509,INVS,9,102856538,103068282
ENSG00000119523,ALG2,9,101973708,101989238
ENSG00000123454,DBH,9,136496482,136529466
ENSG00000135048,TMEM2,9,74293282,74436606
ENSG00000135052,GOLM1,9,88636061,88720088
ENSG00000136870,ZNF189,9,104156155,104177942
ENSG00000137094,DNAJB5,9,34984638,35003897
ENSG00000147905,ZCCHC7,9,37115536,37363146
ENSG00000148120,C9orf3,9,97483983,97854441
ENSG00000148288,GBGT1,9,136023340,136044332
ENSG00000165025,SYK,9,93559069,93665831
ENSG00000165280,VCP,9,35051061,35078246
ENSG00000167094,TTC16,9,130473345,130498879
ENSG00000167106,FAM102A,9,130697858,130747792
ENSG00000167136,ENDOG,9,131575753,131589956
ENSG00000173611,SCAI,9,127699887,127910785
ENSG00000181634,TNFSF15,9,117541915,117573406
ENSG00000197070,ARRDC1,9,140495106,140514812
ENSG00000197919,IFNA1,9,21435440,21446315
ENSG00000213694,S1PR3,9,91601362,91624925
ENSG00000213930,GALT,9,34633130,34656032
ENSG00000272871,"",9,14583795,14595063
ENSG00000015475,BID,22,18211906,18262536
ENSG00000093010,COMT,22,19924130,19962498
ENSG00000093072,CECR1,22,17655194,17707879
ENSG00000099985,OSM,22,30653818,30667829
ENSG00000100075,SLC25A1,22,19158095,19171343
"ENSG00000100294,ENSG00000100300","MCAT,TSPO",22,43523212,43564248
"ENSG00000100385,rs3218255","IL2RB,rs3218255",22,37516878,37576094
ENSG00000128342,LIF,22,30631436,30647840
ENSG00000169184,MN1,22,28139265,28202486
ENSG00000240972,MIF,22,24231191,24242414
ENSG00000099953,MMP11,22,24105413,24131503
ENSG00000099991,CABIN1,22,24402642,24579596
ENSG00000099998,GGT5,22,24610622,24646110
ENSG00000100234,TIMP3,22,33192687,33264030
ENSG00000100299,ARSA,22,51056182,51071607
ENSG00000100312,ACR,22,51171624,51188762
ENSG00000100425,BRD1,22,50161931,50226160
ENSG00000186575,NF2,22,29994545,30099587
ENSG00000186951,PPARA,22,46541424,46644653
ENSG00000196419,XRCC6,22,42012123,42065044
ENSG00000198125,MB,22,35997811,36038998
ENSG00000198951,NAGA,22,42449358,42471846
ENSG00000239900,ADSL,22,40737507,40791467
ENSG00000070413,DGCR2,22,19018795,19114967
ENSG00000099977,DDT,22,24308554,24327660
ENSG00000100030,MAPK1,22,22103789,22226970
ENSG00000100033,PRODH,22,18895294,18929066
ENSG00000100079,LGALS2,22,37961255,37983623
ENSG00000100100,PIK3IP1,22,31672579,31693520
ENSG00000100221,JOSD1,22,39076548,39102561
ENSG00000100320,RBFOX2,22,36129783,36429473
ENSG00000100360,IFT27,22,37149246,37177300
ENSG00000167074,TEF,22,41758337,41800330
ENSG00000177989,ODF3B,22,50963139,50976009
ENSG00000183765,CHEK2,22,29078731,29143410
ENSG00000185022,MAFF,22,38592889,38617518
ENSG00000185339,TCN2,22,30997825,31028265
ENSG00000215012,C22orf29,22,19828661,19847419
ENSG00000235568,NFAM1,22,42771416,42833401
ENSG00000100448,CTSG,14,25037728,25050466
ENSG00000100453,GZMB,14,25095160,25108473
ENSG00000100504,PYGL,14,51319609,51416454
ENSG00000100600,LGMN,14,93165152,93220047
ENSG00000100652,SLC10A1,14,70237134,70269006
ENSG00000100867,DHRS2,14,24094324,24119848
ENSG00000100906,NFKBIA,14,35865717,35878955
ENSG00000119655,NPC2,14,74937895,74965880
ENSG00000129465,RIPK3,14,24800227,24814251
"ENSG00000133943,ENSG00000119714","C14orf159,GPR68",14,91521677,91725269
ENSG00000139970,RTN1,14,60057694,60342684
ENSG00000142208,AKT1,14,105230686,105267088
ENSG00000151327,FAM177A1,14,35509113,35587336
ENSG00000157227,MMP14,14,23300766,23323236
"ENSG00000165821,rs8016621","SALL2,rs8016621",14,21984232,22010350
ENSG00000169385,RNASE2,14,21418611,21429595
ENSG00000183484,GPR132,14,105510728,105536782
ENSG00000184304,PRKD1,14,30040687,30666104
ENSG00000197249,SERPINA1,14,94838084,94862030
"ENSG00000198732,ENSG00000100678,rs17175227","SMOC1,SLC8A3,rs17175227",14,70315848,70660787
ENSG00000198805,PNP,14,20932113,20950253
"ENSG00000205683,rs7152005","DPF3,rs7152005",14,73081004,73365809
ENSG00000070182,SPTB,14,65208002,65351601
ENSG00000080815,PSEN1,14,73598126,73695399
ENSG00000100526,CDKN3,14,54858567,54891936
ENSG00000100614,PPM1A,14,60707470,60770805
ENSG00000100628,ASB2,14,94395499,94448137
ENSG00000100714,MTHFD1,14,64849749,64931722
ENSG00000100721,TCL1A,14,96171304,96185533
ENSG00000100739,BDKRB1,14,96717161,96740304
ENSG00000100811,YY1,14,100699635,100754129
ENSG00000100941,PNN,14,39639387,39657422
ENSG00000119685,TTLL5,14,76094968,76426421
ENSG00000119689,DLST,14,75343594,75375448
ENSG00000125378,BMP4,14,54411454,54430479
ENSG00000126785,RHOJ,14,63665832,63764937
ENSG00000129535,NRL,14,24544316,24589223
ENSG00000131981,LGALS3,14,55585828,55617126
ENSG00000140090,SLC24A4,14,92783925,92967596
ENSG00000165799,RNASE7,14,21505385,21517393
ENSG00000168398,BDKRB2,14,96666016,96715666
ENSG00000169397,RNASE3,14,21354558,21365507
ENSG00000170099,SERPINA6,14,94765585,94794731
ENSG00000211897,IGHG3,14,106230439,106242742
ENSG00000214274,ANG,14,21147336,21172130
ENSG00000100450,GZMH,14,25070686,25083905
ENSG00000100568,VTI1B,14,68108792,68146548
ENSG00000100596,SPTLC2,14,77967340,78088116
ENSG00000129538,RNASE1,14,21264387,21276437
ENSG00000131323,TRAF3,14,103238813,103382837
ENSG00000131979,GCH1,14,55303726,55374570
ENSG00000136352,NKX2-1,14,36980602,36995354
ENSG00000139926,FRMD6,14,51950818,52202445
ENSG00000140022,STON2,14,81722000,81907809
ENSG00000140044,JDP2,14,75889419,75945814
ENSG00000156414,TDRD9,14,104389799,104524004
ENSG00000166166,TRMT61A,14,103990521,104008410
ENSG00000169413,RNASE6,14,21244210,21255626
ENSG00000170345,FOS,14,75740477,75753933
ENSG00000211899,IGHM,14,106315349,106327323
ENSG00000213903,LTB4R,14,24775656,24792242
ENSG00000259071,"",14,50788244,50799627
ENSG00000082397,EPB41L3,18,5387383,5635699
ENSG00000118271,TTR,18,29166689,29183974
ENSG00000134046,MBD2,18,51674079,51756158
ENSG00000141401,IMPA2,18,11976024,12035876
ENSG00000141447,OSBPL1A,18,21737008,21982844
ENSG00000141642,ELAC1,18,48489361,48519491
ENSG00000152217,SETBP1,18,42255138,42653475
ENSG00000171885,AQP4,18,24427002,24450782
ENSG00000176136,MC5R,18,13819154,13831861
ENSG00000176890,TYMS,18,652604,678578
ENSG00000197632,SERPINB2,18,61533926,61576124
"ENSG00000128789,ENSG00000101624","PSMG2,CEP76",18,12653737,12730739
ENSG00000150637,CD226,18,67493394,67634039
ENSG00000166401,SERPINB8,18,61632159,61677278
ENSG00000168675,LDLRAD4,18,13212497,13657754
ENSG00000172175,MALT1,18,56333618,56422371
ENSG00000177426,TGIF1,18,3406606,3463409
ENSG00000197705,KLHL14,18,30247634,30358025
ENSG00000197971,MBP,18,74685783,74850639
ENSG00000255112,CHMP1B,18,11846395,11859448
ENSG00000041353,RAB27B,18,52380091,52567747
ENSG00000067900,ROCK1,18,18521867,18696812
ENSG00000101665,SMAD7,18,46441223,46482081
ENSG00000101745,ANKRD12,18,9131226,9290983
ENSG00000131196,NFATC1,18,77150856,77294325
ENSG00000133313,CNDP2,18,72158051,72193366
ENSG00000134489,HRH4,18,22035593,22064921
ENSG00000134757,DSG3,18,29022758,29063665
ENSG00000141469,SLC14A1,18,43299092,43337485
ENSG00000141655,TNFRSF11A,18,59987520,60063516
ENSG00000166347,CYB5A,18,71915530,71964251
ENSG00000171791,BCL2,18,60785579,60992361
ENSG00000175387,SMAD2,18,45352922,45462515
ENSG00000178184,PARD6G,18,77910115,78010429
ENSG00000262001,DLGAP1-AS2,18,3597998,3613334
ENSG00000091879,ANGPT2,8,6352172,6425930
ENSG00000092964,DPYSL2,8,26366791,26520694
ENSG00000104332,SFRP1,8,41114481,41172016
ENSG00000104368,PLAT,8,42027236,42070242
ENSG00000120875,DUSP4,8,29185581,29213185
ENSG00000134028,ADAMDEC1,8,24236798,24268526
ENSG00000137574,TGS1,8,56680701,56743007
ENSG00000160886,LY6K,8,143776529,143791545
ENSG00000164683,HEY1,8,80671245,80685098
ENSG00000164733,CTSB,8,11695033,11731957
ENSG00000164761,TNFRSF11B,8,119930796,119969439
ENSG00000164825,DEFB1,8,6723097,6740544
ENSG00000164951,PDP1,8,94865035,94943294
ENSG00000169439,SDC2,8,97500579,97629000
ENSG00000173281,PPP1R3B,8,8988765,9014084
ENSG00000198576,ARC,8,143687405,143701833
ENSG00000206047,DEFA1,8,6830171,6842602
ENSG00000213563,C8orf82,8,145746117,145759516
ENSG00000253320,"",8,103871528,103995104
ENSG00000036448,MYOM2,8,1988155,2118475
ENSG00000038945,MSR1,8,15960387,16429999
ENSG00000042832,TG,8,133874203,134152147
ENSG00000077782,FGFR1,8,38263656,38331352
ENSG00000079102,RUNX1T1,8,92962203,93120514
ENSG00000104219,ZDHHC2,8,17008538,17087308
ENSG00000104361,NIPAL2,8,99197061,99311621
ENSG00000104365,IKBKB,8,42123820,42194973
ENSG00000104517,UBR5,8,103260240,103430069
ENSG00000120913,PDLIM2,8,22430792,22460538
ENSG00000123908,AGO2,8,141536264,141650718
ENSG00000129422,MTUS1,8,17496304,17663426
ENSG00000133742,CA1,8,86234837,86296243
ENSG00000136997,MYC,8,128742680,128758674
ENSG00000137563,GGH,8,63922638,63956730
ENSG00000147614,ATP6V0D2,8,86994552,87171457
ENSG00000147647,DPYS,8,105337552,105484281
ENSG00000147804,SLC39A4,8,145630126,145647279
ENSG00000154188,ANGPT1,8,108256721,108515283
ENSG00000156675,RAB11FIP1,8,37711136,37761985
ENSG00000164933,SLC25A32,8,104405863,104432417
ENSG00000164938,TP53INP1,8,95933200,95966639
ENSG00000167910,CYP7A1,8,59397737,59417795
ENSG00000168077,SCARA3,8,27486385,27539293
"ENSG00000168615,ENSG00000169495","ADAM9,HTRA4",8,38826683,38967663
"ENSG00000169946,rs17217757","ZFPM2,rs17217757",8,106325920,106821760
ENSG00000170961,HAS2,8,122619356,122658630
ENSG00000175445,LPL,8,19754228,19829769
ENSG00000177023,DEFB104B,8,7322830,7337604
ENSG00000178764,ZHX2,8,123788633,123991750
ENSG00000179632,MAF1,8,145154402,145167514
ENSG00000184489,PTP4A3,8,142397093,142446620
ENSG00000185000,DGAT1,8,145534954,145555573
ENSG00000015592,STMN4,8,27087840,27120937
ENSG00000035681,NSMAF,8,59491063,59577403
ENSG00000042980,ADAM28,8,24146553,24221531
ENSG00000104267,CA2,8,86371081,86398722
"ENSG00000104320,ENSG00000104325","NBN,DECR1",8,90940564,91069320
ENSG00000104324,CPQ,8,97652455,98166882
ENSG00000104490,NCALD,8,102693771,103142135
ENSG00000104537,ANXA13,8,124688034,124754647
ENSG00000104687,GSR,8,30530583,30590443
ENSG00000120885,CLU,8,27449434,27477548
ENSG00000120915,EPHX2,8,27343296,27408081
ENSG00000121022,COPS5,8,67950314,68001018
ENSG00000147650,LRP12,8,105496459,105606252
ENSG00000147813,NAPRT1,8,144651955,144665819
ENSG00000154319,FAM167A,8,11273972,11337224
ENSG00000154589,LY96,8,74898587,74946322
ENSG00000155189,AGPAT5,8,6560878,6622184
ENSG00000157168,NRG1,8,31491902,32627548
ENSG00000160932,LY6E,8,144094399,144110249
ENSG00000168078,PBK,8,27662137,27700612
ENSG00000168484,SFTPC,8,22009426,22026992
ENSG00000170873,MTSS1,8,125558031,125745730
ENSG00000173535,TNFRSF10C,8,22936868,22979950
ENSG00000180543,TSPYL5,8,98280717,98295176
ENSG00000183779,ZNF703,8,37548269,37562537
ENSG00000185697,MYBL1,8,67469410,67531482
ENSG00000186106,ANKRD46,8,101516980,101577012
ENSG00000186918,ZNF395,8,28198102,28265218
ENSG00000205133,TRIQK,8,93890758,94034901
ENSG00000001630,CYP51A1,7,91736465,91777266
ENSG00000005421,PON1,7,94921988,95030673
ENSG00000006468,ETV1,7,13925853,14036050
ENSG00000019991,HGF,7,81323322,81404754
ENSG00000049540,ELN,7,73437119,73489237
ENSG00000075142,SRI,7,87829433,87861308
ENSG00000085563,ABCB1,7,87128175,87347611
ENSG00000091140,DLD,7,107526415,107577175
ENSG00000091704,CPA1,7,130015180,130032955
ENSG00000105825,TFPI2,7,93509709,93525303
ENSG00000105851,PIK3CG,7,106500723,106552590
ENSG00000105939,ZC3HAV1,7,138723266,138799465
ENSG00000106100,NOD1,7,30459143,30523400
ENSG00000106366,SERPINE1,7,100765370,100787547
ENSG00000106633,GCK,7,44178872,44242769
ENSG00000126522,ASL,7,65535785,65563545
ENSG00000128512,DOCK4,7,111361166,111851466
ENSG00000130427,EPO,7,100313423,100326323
ENSG00000135218,CD36,7,79993891,80313593
ENSG00000135245,HILPDA,7,128090903,128103472
ENSG00000136205,TNS3,7,47309752,47627156
ENSG00000146592,CREB5,7,28333940,28870511
ENSG00000146648,EGFR,7,55081714,55329313
ENSG00000146733,PSPH,7,56073744,56124297
ENSG00000158517,NCF1,7,74183309,74208659
ENSG00000160868,CYP3A4,7,99349604,99386888
ENSG00000169919,GUSB,7,65420671,65452301
ENSG00000172115,CYCS,7,25154710,25169980
ENSG00000174697,LEP,7,127876337,127902681
"ENSG00000187546,rs916943","AGMO,rs916943",7,15234943,15606640
ENSG00000196262,PPIA,7,44831279,44869163
ENSG00000242048,"",7,151498744,151512906
ENSG00000002726,AOC1,7,150516715,150563592
ENSG00000004948,CALCR,7,93048799,93209042
ENSG00000005020,SKAP2,7,26701681,27039858
ENSG00000006606,CCL26,7,75393851,75424214
ENSG00000059377,TBXAS1,7,139471850,139725125
ENSG00000070669,ASNS,7,97476430,97506854
ENSG00000075624,ACTB,7,5561782,5608415
ENSG00000086288,NME8,7,37883199,37945003
ENSG00000105928,DFNA5,7,24732972,24814244
ENSG00000105953,OGDH,7,44641171,44753665
ENSG00000105989,WNT2,7,116911685,116968343
ENSG00000106034,CPED1,7,120623731,120942498
ENSG00000106066,CPVL,7,29029847,29240067
ENSG00000106178,CCL24,7,75435983,75457674
ENSG00000106258,CYP3A5,7,99240817,99282621
ENSG00000106341,PPP1R17,7,31721329,31753069
ENSG00000106348,IMPDH1,7,128027331,128055306
ENSG00000106546,AHR,7,17333246,17390776
ENSG00000122585,NPY,7,24318782,24336484
ENSG00000127948,POR,7,75523518,75621173
ENSG00000128604,IRF5,7,128572666,128595089
ENSG00000128617,OPN1SW,7,128407545,128420844
ENSG00000132434,LANCL2,7,55428141,55506435
ENSG00000136235,GPNMB,7,23270586,23319727
ENSG00000136237,RAPGEF5,7,22152856,22401763
ENSG00000136250,AOAH,7,36547456,36769154
ENSG00000157240,FZD1,7,90888783,90903123
ENSG00000158321,AUTS2,7,69058905,70263054
ENSG00000158623,COPG2,7,130141089,130358598
ENSG00000164690,SHH,7,155587680,155609967
ENSG00000164885,CDK5,7,150745899,150760617
ENSG00000186480,INSIG1,7,155084486,155106945
ENSG00000196511,TPK1,7,144144034,144538488
ENSG00000197448,GSTK1,7,142936186,142972947
ENSG00000198286,CARD11,7,2940775,3088579
ENSG00000229937,PRPS1L1,7,18061405,18072486
ENSG00000001626,CFTR,7,117100838,117361025
ENSG00000005486,RHBDD2,7,75466920,75523244
ENSG00000006451,RALA,7,39658082,39752723
ENSG00000008256,CYTH3,7,6196407,6317275
ENSG00000048052,HDAC9,7,18121572,19047039
ENSG00000087085,ACHE,7,100482615,100499594
ENSG00000091137,SLC26A4,7,107296080,107363254
ENSG00000091138,SLC26A3,7,107400912,107448670
ENSG00000105829,BET1,7,93587074,93638694
ENSG00000106028,SSBP1,7,141433121,141492722
ENSG00000106105,GARS,7,30629297,30678649
ENSG00000106144,CASP2,7,142980308,143009789
ENSG00000106211,HSPB1,7,75926861,75938612
ENSG00000106367,AP1S1,7,100792678,100809877
ENSG00000106462,EZH2,7,148499475,148586413
ENSG00000106605,BLVRA,7,43793279,43851939
ENSG00000122643,NT5C3A,7,33048742,33107409
ENSG00000127951,FGL2,7,76817688,76834143
ENSG00000127990,SGCE,7,94209542,94290521
ENSG00000131558,EXOC4,7,132932829,133756342
ENSG00000132437,DDC,7,50521134,50638154
ENSG00000135269,TES,7,115845547,115903837
ENSG00000135272,MDFIC,7,114557209,114664256
ENSG00000136286,MYO1G,7,44997261,45023697
ENSG00000155093,PTPRN2,7,157326750,158385480
ENSG00000157764,BRAF,7,140414127,140629564
"ENSG00000161057,ENSG00000170615","PSMC2,SLC26A5",7,102979701,103091624
"ENSG00000164867,ENSG00000181652","NOS3,ATG9B",7,150683083,150726586
ENSG00000181444,ZNF467,7,149456271,149475568
ENSG00000198742,SMURF1,7,98620061,98746723
ENSG00000221909,FAM200A,7,99138931,99161159
ENSG00000258227,CLEC5A,7,141622157,141651807
ENSG00000001084,GCLC,6,53357139,53486768
ENSG00000027697,IFNGR1,6,137513621,137545586
ENSG00000057663,ATG5,6,106627351,106778666
ENSG00000078401,EDN1,6,12285596,12302427
ENSG00000079931,MOXD1,6,132612194,132727684
ENSG00000083123,BCKDHB,6,80811364,81060987
ENSG00000091831,ESR1,6,151972826,152455754
ENSG00000096264,NCR2,6,41298393,41323625
ENSG00000096395,MLN,6,33757450,33776788
ENSG00000112486,CCR6,6,167520295,167558184
ENSG00000112539,C6orf118,6,165688153,165728096
ENSG00000112592,TBP,6,170858390,170886958
ENSG00000118520,ARG1,6,131889284,131910472
ENSG00000118689,FOXO3,6,108876038,109010977
ENSG00000119899,SLC17A5,6,74298102,74368878
ENSG00000122194,PLG,6,161118270,161179347
ENSG00000124731,TREM1,6,41230664,41259457
ENSG00000124762,CDKN1A,6,36639305,36660116
ENSG00000130368,MAS1,6,160322974,160334108
ENSG00000131016,AKAP12,6,151556134,151684692
ENSG00000135312,HTR1B,6,78166948,78178490
ENSG00000135587,SMPD2,6,109756966,109770122
ENSG00000137275,RIPK1,6,3059225,3120421
ENSG00000145982,FARS2,6,5256277,5776813
ENSG00000146192,FGD2,6,36968422,37001846
ENSG00000156508,EEF1A1,6,74220473,74238520
ENSG00000156535,CD109,6,74400508,74543040
ENSG00000164430,MB21D1,6,74118238,74166999
ENSG00000165097,KDM1B,6,18150560,18229084
"ENSG00000168394,ENSG00000204264,ENSG00000240065","TAP1,PSMB8,PSMB9",6,32803494,32832362
"ENSG00000170542,ENSG00000230438","SERPINB9,",6,2849896,2908514
"ENSG00000185345,ENSG00000112530","PARK2,PACRG",6,161763452,163741524
"ENSG00000204290,ENSG00000228962","BTNL2,HCG23",6,32353287,32379905
"ENSG00000204388,ENSG00000204389,ENSG00000204390","HSPA1B,HSPA1A,HSPA1L",6,31772396,31803031
ENSG00000204463,BAG6,6,31601805,31625482
ENSG00000204472,AIF1,6,31577961,31589798
ENSG00000204713,TRIM27,6,28865779,28896766
ENSG00000001036,FUCA2,6,143810948,143837827
ENSG00000013375,PGM3,6,83865869,83908655
ENSG00000023892,DEF6,6,35260595,35294548
ENSG00000025156,HSF2,6,122715691,122759264
ENSG00000078269,SYNJ2,6,158397888,158525208
ENSG00000085377,PREP,6,105720440,105855959
ENSG00000096384,HSP90AB1,6,44209824,44226620
ENSG00000096696,DSP,6,7536808,7591950
ENSG00000111817,DSE,6,116570336,116767424
ENSG00000111846,GCNT2,6,10487456,10634601
ENSG00000111880,RNGTT,6,89314985,89678348
"ENSG00000111913,rs10946737","FAM65B,rs10946737",6,24792601,25047238
ENSG00000111981,ULBP1,6,150280143,150299846
ENSG00000112096,SOD2,6,160085089,160188561
ENSG00000112149,CD83,6,14112872,14142149
ENSG00000112367,FIG4,6,110007499,110151631
ENSG00000112378,PERP,6,138404642,138433648
ENSG00000112394,SLC16A10,6,111403781,111557397
ENSG00000112699,GMDS,6,1619041,2250926
ENSG00000112799,LY86,6,6583341,6660216
ENSG00000118507,AKAP7,6,131451806,131609675
ENSG00000124532,MRS2,6,24398153,24430810
ENSG00000124767,GLO1,6,38638701,38675917
ENSG00000130340,SNX9,6,158239296,158371109
ENSG00000137310,TCF19,6,31121319,31139936
ENSG00000137331,IER3,6,30705976,30717331
ENSG00000137413,TAF8,6,42013251,42060199
ENSG00000146070,PLA2G7,6,46666938,46708430
ENSG00000146085,MUT,6,49393073,49435904
ENSG00000146416,AIG1,6,143376633,143666441
ENSG00000146469,VIP,6,153066933,153085900
ENSG00000152034,MCHR2,6,100362786,100447123
ENSG00000155111,CDK19,6,110926181,111142161
ENSG00000172179,PRL,6,22282480,22302730
ENSG00000172673,THEMIS,6,128024217,128244776
ENSG00000187566,NHLRC1,6,18115718,18127851
ENSG00000197279,ZNF165,6,28043753,28062341
ENSG00000197442,MAP3K5,6,136873185,137118656
ENSG00000203970,DEFB110,6,49971851,49994694
ENSG00000204308,RNF5,6,32141131,32156930
ENSG00000204428,LY6G5C,6,31639461,31656817
ENSG00000204498,NFKBIL1,6,31509647,31531606
"ENSG00000204520,ENSG00000206337","MICA,HCP5",6,31363479,31450283
ENSG00000204569,PPP1R10,6,30563177,30591389
ENSG00000204655,MOG,6,29619758,29645149
ENSG00000204681,GABBR1,6,29518406,29606753
ENSG00000213676,ATF6B,6,32060953,32101030
ENSG00000244158,"",6,116776902,116789855
ENSG00000272841,"",6,161406350,161418374
ENSG00000008083,JARID2,6,15241527,15527252
ENSG00000010818,HIVEP2,6,143067604,143271338
ENSG00000095951,HIVEP1,6,12003995,12170232
ENSG00000111859,NEDD9,6,11178531,11387581
ENSG00000112062,MAPK14,6,35990488,36084013
ENSG00000112137,PHACTR1,6,12712893,13293645
ENSG00000112294,ALDH5A1,6,24490080,24542435
ENSG00000112303,VNN2,6,133060009,133089598
ENSG00000112561,TFEB,6,41646716,41708997
ENSG00000112658,SRF,6,43134037,43154243
ENSG00000118402,ELOVL4,6,80619529,80662297
ENSG00000120278,PLEKHG1,6,150915999,151169799
ENSG00000131015,ULBP2,6,150258136,150275371
ENSG00000137203,TFAP2A,6,10388419,10424892
ENSG00000137404,NRM,6,30650824,30664197
ENSG00000146072,TNFRSF21,6,47194268,47282641
ENSG00000146250,PRSS35,6,84217194,84240423
ENSG00000164674,SYTL3,6,159066046,159190908
ENSG00000180822,PSMG4,6,3226637,3308607
ENSG00000184486,POU3F2,6,99277580,99291660
ENSG00000196284,SUPT3H,6,44772054,45350690
ENSG00000197594,ENPP1,6,132124156,132221295
ENSG00000204371,EHMT2,6,31842536,31870464
ENSG00000205269,TMEM170B,6,11532938,11588757
ENSG00000213719,CLIC1,6,31693358,31712540
ENSG00000244731,C4A,6,31944801,31975458
ENSG00000272341,"",6,16759577,16772114
ENSG00000013725,CD6,11,60734115,60792849
"ENSG00000026508,ENSG00000251194","CD44,",11,35155417,35258949
ENSG00000070031,SCT,11,621431,632143
ENSG00000078902,TOLLIP,11,1290601,1335884
ENSG00000085117,CD82,11,44580977,44646913
ENSG00000086991,NOX4,11,89052524,89327779
ENSG00000110324,IL10RA,11,117852063,117877196
ENSG00000110435,PDHX,11,34932376,35047138
ENSG00000110448,CD5,11,60864867,60900324
"ENSG00000110665,ENSG00000064201","C11orf21,TSPAN32",11,2311875,2344430
ENSG00000117984,CTSD,11,1768982,1790222
ENSG00000121691,CAT,11,34455472,34498609
"ENSG00000126432,ENSG00000173153","PRDX5,ESRRA",11,64068044,64094283
ENSG00000132274,TRIM22,11,5705919,5763319
ENSG00000133794,ARNTL,11,13293199,13413813
ENSG00000133805,AMPD3,11,10324860,10534126
ENSG00000134910,STT3A,11,125456607,125500110
ENSG00000135378,PRRG4,11,32846489,32884669
"ENSG00000137692,rs7947821","DCUN1D5,rs7947821",11,102927805,102967944
ENSG00000142089,IFITM3,11,314669,332537
ENSG00000149289,ZC3H12C,11,109959087,110047566
ENSG00000149313,AASDHPPT,11,105941228,105974437
ENSG00000149968,MMP3,11,102701532,102719534
ENSG00000150455,TIRAP,11,126147960,126173740
ENSG00000150782,IL18,11,112008974,112039840
ENSG00000152266,PTH,11,13508602,13522728
ENSG00000160613,PCSK7,11,117070053,117108241
ENSG00000160683,CXCR5,11,118749475,118773508
ENSG00000165923,AGBL2,11,47676143,47741941
ENSG00000166402,TUB,11,8035791,8132659
ENSG00000166793,YPEL4,11,57407560,57422417
ENSG00000166840,GLYATL1,11,58667871,58816000
"ENSG00000168010,ENSG00000137478","ATG16L2,FCHSD2",11,72520353,72858306
"ENSG00000172269,ENSG00000256269","DPAGT1,HMBS",11,118950576,118984041
ENSG00000172890,NADSYN1,11,71159155,71240153
ENSG00000173457,PPP1R14B,11,64006956,64019413
ENSG00000175334,BANF1,11,65764550,65776620
ENSG00000180210,F2,11,46735730,46766056
ENSG00000182985,CADM1,11,115034938,115380675
"ENSG00000184363,ENSG00000185101,ENSG00000185187","PKP3,ANO9,SIGIRR",11,387614,447011
"ENSG00000187240,rs12283022,rs12294076","DYNC2H1,rs12283022,rs12294076",11,102975160,103355591
ENSG00000196371,FUT4,11,94272017,94288063
ENSG00000197891,SLC22A12,11,64353113,64374820
ENSG00000254550,OMP,11,76808886,76819377
ENSG00000254647,INS,11,2176009,2187571
ENSG00000260196,"",11,17397196,17410078
ENSG00000023191,RNH1,11,489512,512300
"ENSG00000023445,ENSG00000110330","BIRC3,BIRC2",11,102183215,102254401
ENSG00000050165,DKK3,11,11979653,12036316
ENSG00000077498,TYR,11,88905620,89033927
ENSG00000084207,GSTP1,11,67346066,67359131
ENSG00000109929,SC5D,11,121158162,121184403
ENSG00000110077,MS4A6A,11,59934081,59957139
ENSG00000110492,MDK,11,46397306,46410375
"ENSG00000110628,ENSG00000181649","SLC22A18,PHLDA2",11,2915951,2955685
ENSG00000110719,TCIRG1,11,67801483,67823362
ENSG00000118094,TREH,11,118523026,118555399
ENSG00000118137,APOA1,11,116701467,116713666
ENSG00000129151,BBOX1,11,27057272,27154356
"ENSG00000134333,ENSG00000166796","LDHA,LDHC",11,18410935,18478605
"ENSG00000134812,ENSG00000134827","GIF,TCN1",11,59591741,59639048
ENSG00000135373,EHF,11,34637640,34687604
ENSG00000137486,ARRB1,11,74970226,75067873
ENSG00000137496,IL18BP,11,71704587,71721761
ENSG00000142082,SIRT3,11,210458,241931
